SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2008,2110951,,2110951
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Recycler,CAT080012602,April - June 2008,1714361,,1714361
Asbury Environmental Services-Compton,Hauler,CAD028277036,Evergreen Environmental Services,Recycler,CAD982446882,April - June 2008,496505,,496505
Asbury Environmental Services-Compton,Hauler,CAD028277036,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,127740,,127740
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2008,618295,,618295
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2008,2110951,,2110951
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Transfer Station,CAT080012602,April - June 2008,1714361,,1714361
Asbury Environmental Services-Compton,Hauler,CAD028277036,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2008,1200,,1200
Asbury Environmental Services-Compton,Hauler,CAD028277036,Asbury Environmental Services,Transfer Station,CAL000827844,April - June 2008,203196,,203196
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,42373,,42373
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,42373,,42373
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,109637,,109637
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,109637,,109637
Black Star Oil Company,Hauler,CAL912823785,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,10785,,10785
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,189535,,189535
California Oil Transport,Hauler,CAR000181693,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,871362,,871362
Carrs Waste Oil Service,Hauler,CAL000280677,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2008,1720,,1720
Carrs Waste Oil Service,Hauler,CAL000280677,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,16996,,16996
Carrs Waste Oil Service,Hauler,CAL000280677,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,18941,,18941
Carrs Waste Oil Service,Hauler,CAL000280677,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2008,1720,,1720
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Hauler,CAD980694103,April - June 2008,626829,,626829
Chico Drain Oil,Hauler,CAD980694103,Asbury Environmental Services-Fortuna,Recycler,CAL930256136,April - June 2008,94385,,94385
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Transfer Station,CAD980694103,April - June 2008,626829,,626829
Clean Harbors Environmental Services,Hauler,MAD039322250,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,132636,,132636
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors - Aragonite LLC,Recycler,UTD981552177,April - June 2008,4359,,4359
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors El Dorado LLC,Recycler,ARD069748192,April - June 2008,418,,418
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ San Jose_ LLC,Recycler,CAD059494310,April - June 2008,29021,,29021
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Los Angeles_ LLC,Recycler,CAD050806850,April - June 2008,65241,,65241
Clean Harbors Environmental Services,Hauler,MAD039322250,Clean Harbors_ Wilmington,Recycler,CAD044429835,April - June 2008,24396,,24396
Clean Harbors Environmental Services,Hauler,MAD039322250,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,15065,,15065
Clean Tech Environmental,Hauler,CAL000330453,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,April - June 2008,772210,,772210
Cole's Services_ Inc.,Hauler,CAL000268462,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,105030,,105030
Consultant Environmental Operations; C.E.O.,Hauler,CAL000209884,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,9770,,9770
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,239200,,239200
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,13667,,13667
D   R Oil Company,Hauler,CAL000253903,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,41645,,41645
D.I. Express Waste Mgmt.,Hauler,CAL000159447,Filter Recycling Services_ Inc.,Hauler,CAD982444481,April - June 2008,16700,,16700
D.I. Express Waste Mgmt.,Hauler,CAL000159447,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,April - June 2008,16700,,16700
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,2500,,2500
EFR Environmental Services Inc.,Hauler,CAR000011205,Dome Rock Industries,Recycler,AZR000035915,April - June 2008,8725,,8725
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Hauler,CAD982444481,April - June 2008,93269,,93269
Environmental Logistics,Hauler,CAR000172460,Southwest Petroleum Waste Management,Recycler,AZR000504332,April - June 2008,32400,,32400
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,April - June 2008,93269,,93269
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,April - June 2008,3150265,,3150265
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,2037267,,2037267
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,161450,,161450
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Environmental Services,Recycler,CAD982446874,April - June 2008,236898,,236898
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2008,24930,,24930
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2008,24930,,24930
Golden State Environmental Services,Hauler,CAL000276581,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,12695,,12695
Golden State Environmental Services,Hauler,CAL000276581,Evergreen Oil,Recycler,CAD980887418,April - June 2008,28745,,28745
Golden State Environmental Services,Hauler,CAL000276581,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,12695,,12695
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2008,125600,,125600
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2008,125600,,125600
Haz Mat Trans_ Inc.,Hauler,CAT080012800,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,1421,,1421
Hazardous Technologies,Hauler,CAR000168229,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,107,,107
Interstate Pumping Company,Hauler,CAL000328860,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,1250,,1250
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Thermo Fluids - Phoenix,Hauler,AZR000003681,April - June 2008,136152,,136152
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,161013,,161013
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2008,228971,,228971
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Thermo Fluids - Phoenix,Recycler,AZR000003681,April - June 2008,136152,,136152
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2008,228971,,228971
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,200720,,200720
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,13619,,13619
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2008,65626,,65626
Kern Oil Filter Recycling,Hauler,CAL000327867,Southwest Petroleum Waste Management,Recycler,AZR000504332,April - June 2008,30397,,30397
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2008,65626,,65626
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,168262,,168262
Leach Oil Company_ Inc.,Hauler,CAD050099696,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,212657,,212657
Los Angeles Pumping,Hauler,CAR000201459,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,74585,,74585
Los Angeles Pumping,Hauler,CAR000201459,Southwest Petroleum Waste Management,Recycler,AZR000504332,April - June 2008,7800,,7800
Lowry_ George W._ Inc.,Hauler,CAR000047019,Ramos Environmental Services,Hauler,CAD044003556,April - June 2008,4455,,4455
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Recycler,CAL000190816,April - June 2008,70240,,70240
Lowry_ George W._ Inc.,Hauler,CAR000047019,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2008,4455,,4455
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Transfer Station,CAL000190816,April - June 2008,70240,,70240
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,26555,,26555
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Hauler,CAD044003556,April - June 2008,75595,,75595
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,26555,,26555
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2008,75595,,75595
Millennium Waste Oil,Hauler,CAL000248373,American Oil Company,Hauler,CAD981427669,April - June 2008,4750,,4750
Millennium Waste Oil,Hauler,CAL000248373,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2008,128400,,128400
Millennium Waste Oil,Hauler,CAL000248373,American Oil Company,Transfer Station,CAD981427669,April - June 2008,4750,,4750
Millennium Waste Oil,Hauler,CAL000248373,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2008,128400,,128400
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2008,12482,,12482
North Valley Oil Company,Hauler,CAL000027759,Evergreen Oil,Recycler,CAD980887418,April - June 2008,19555,,19555
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2008,12482,,12482
Nottingham_ M.C._ Co. of So. Cal,Hauler,CAD059240713,Inglewood Transmission,Recycler,CAD982035073,April - June 2008,700,,700
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2008,6925,,6925
Oil Conservation Service,Hauler,CAD980673842,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2008,6925,,6925
Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,Energy Material   Recovery_ Inc.,Recycler,ORD987192978,April - June 2008,,,150946
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,1624,,1624
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,April - June 2008,69215,,69215
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Hauler,CAD008364432,April - June 2008,111,,111
Philip West Industrial Services,Hauler,CAR000177527,Chemical Waste Management Inc.,Hauler,CAT000646117,April - June 2008,9724,,9724
Philip West Industrial Services,Hauler,CAR000177527,21st Century EMI,Hauler,NVD980895338,April - June 2008,1538,,1538
Philip West Industrial Services,Hauler,CAR000177527,Evergreen Oil,Recycler,CAD980887418,April - June 2008,17436,,17436
Philip West Industrial Services,Hauler,CAR000177527,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,April - June 2008,1973,,1973
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Recycler,CAD008364432,April - June 2008,111,,111
Philip West Industrial Services,Hauler,CAR000177527,Clean Harbors - Aragonite LLC,Recycler,UTD981552177,April - June 2008,8945,,8945
Philip West Industrial Services,Hauler,CAR000177527,EMS_ Inc.,Recycler,AZR000031823,April - June 2008,95775,,95775
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,1176,,1176
Rae-Vac Pumping,Hauler,CAR000053272,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,41004,,41004
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,April - June 2008,228607,,228607
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2008,228607,,228607
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,April - June 2008,47048,,47048
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Hauler,AZR000003681,April - June 2008,17700,,17700
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Las Vegas,Hauler,NVR000001032,April - June 2008,61884,,61884
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Phoenix,Recycler,AZR000003681,April - June 2008,17700,,17700
RCM Transportation,Hauler,AZR000500534,Thermo Fluids - Las Vegas,Recycler,NVR000001032,April - June 2008,61884,,61884
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,109340,,109340
Reno Drain Oil Service,Hauler,NVD980893663,Reno Drain Oil Service,Hauler,NVD980893663,April - June 2008,162637,,162637
Reno Drain Oil Service,Hauler,NVD980893663,Reno Drain Oil Service,Transfer Station,NVD980893663,April - June 2008,162637,,162637
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,April - June 2008,79627,,79627
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2008,79627,,79627
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2008,84630,,84630
San Fernando Oil,Hauler,CAL000301304,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2008,1475,,1475
San Fernando Oil,Hauler,CAL000301304,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2008,84630,,84630
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2008,264469,,264469
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2008,264469,,264469
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2008,39483,,39483
Starlite Reclamation,Hauler,CAR000148296,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2008,39483,,39483
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2008,96795,,96795
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2008,215720,,215720
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Hauler,AZR000003681,April - June 2008,14000,,14000
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Hauler,NVR000001032,April - June 2008,11666,,11666
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Reno,Hauler,NVD982510711,April - June 2008,126163,,126163
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Boise (A),Recycler,IDO000084970,April - June 2008,6900,,6900
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Recycler,AZR000003681,April - June 2008,14000,,14000
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Las Vegas,Recycler,NVR000001032,April - June 2008,11666,,11666
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids International,Recycler,ORQ000024434,April - June 2008,7734,,7734
